ID,booking-prediction,booking-predictor-bin,guest-value,guest-value-bin
514074,60.54,9,21.57,11
176221,59.21,8,19.84,10
876800,68.44,10,33.96,17
275669,81.43,13,20.37,10
501268,64.59,9,11.53,6
969957,75.02,12,7.85,4
368238,42.72,5,21.28,11
647904,64.74,9,24.64,12
694707,52.57,7,8.69,4
573616,74.18,11,5.01,3
678865,39.15,4,18.04,9
180376,86.47,14,27.71,14
528930,60.84,9,15.13,8
801670,54.3,7,19.54,10
289127,70.56,11,11.12,6
475863,55.33,8,25.41,13
389163,80.28,13,22.94,11
56661,81.88,13,27.99,14
232602,90.2,15,15.56,8
881228,52.4,7,15.48,8
393719,44.75,5,24.53,12
763023,86.09,14,12.4,6
560680,98.65,16,18.34,9
416475,56.22,8,23.57,12
629902,64.93,9,24.68,12
635002,83.04,13,15.47,8
855602,52.91,7,22.65,11
442330,50.26,7,18.63,9
572199,43,5,20.85,10
30993,53.68,7,22.63,11
250265,42.46,5,18.37,9
627086,59.04,8,24.83,12
828898,67.01,10,7.65,4
611178,52.16,7,10.62,5
230546,92.59,15,20.01,10
548312,62.2,9,21.05,11
287921,51.4,7,3.16,2
20814,71.1,11,26.62,13
158098,71.09,11,24.53,12
657096,55.84,8,16.47,8
536154,60.69,9,24.51,12
298333,50.71,7,22.23,11
845184,46.27,6,12.04,6
732987,75.65,12,23.22,12
51465,29.75,2,37.91,19
546893,52.77,7,18.98,9
126353,64.9,9,4.48,2
33658,56.4,8,15.28,8
248599,39.38,4,19.02,10
252048,72.44,11,12.21,6
502353,65.86,10,16.72,8
231063,67.42,10,39.05,20
340304,92.43,15,20.32,10
436743,85.59,14,8.26,4
87472,72.32,11,25.71,13
963986,76.3,12,20.86,10
710852,87.29,14,17.57,9
229683,70.63,11,22,11
292945,70.8,11,18.98,9
784041,57.06,8,13.14,7
900827,50.84,7,25.07,13
459064,56.26,8,22.49,11
803581,61.32,9,15.42,8
970790,49.76,6,20.97,10
962415,64.1,9,26.59,13
529134,51.87,7,9.42,5
450051,76.08,12,9.34,5
863156,70.03,11,17.49,9
103567,63.17,9,9.95,5
620953,98.08,16,30.69,15
690591,65.54,10,12.74,6
637313,86.21,14,18.2,9
981452,93.52,15,21.4,11
321019,85.31,14,13.15,7
300666,98.18,16,19.45,10
271932,72.53,11,25.75,13
451542,96.33,16,24.91,12
321367,85.45,14,24.27,12
798352,48.9,6,28.41,14
783606,39.31,4,19.69,10
906079,48.86,6,18.54,9
126777,70.96,11,21.76,11
391387,52.86,7,11.01,6
205201,84.31,13,29.29,15
302655,42.38,5,17.31,9
454821,61.51,9,22.82,11
61877,89.1,14,21.76,11
348485,54.25,7,17.38,9
458247,73.5,11,5.23,3
307524,60.8,9,16.82,8
540767,87.04,14,22.28,11
461874,62.71,9,22.63,11
554532,68.1,10,21.37,11
773208,56.49,8,22.45,11
173129,85.18,14,21.02,11
783030,51.89,7,28.83,14
206661,77.94,12,21.3,11
856911,66.33,10,12.08,6
409951,58.33,8,18.07,9
776097,64.72,9,17.39,9
61369,67.13,10,24.01,12
318626,62.12,9,4.93,2
573176,78.34,12,25.39,13
321120,53.81,7,26.06,13
442181,94.62,15,16.61,8
950528,69.54,10,13.79,7
710534,78.72,12,26.53,13
167715,74.58,11,21.25,11
479365,61.24,9,25.23,13
148253,60.39,9,13.23,7
537825,55.75,8,28.62,14
502873,55.97,8,32.63,16
934147,68.45,10,22.54,11
176972,65.76,10,9.43,5
942316,69.7,10,17.81,9
86836,55.43,8,21.85,11
198790,75.13,12,21.84,11
202225,80.63,13,22.34,11
785471,49.84,6,17.9,9
684646,62.01,9,27.18,14
397809,87.11,14,20.98,10
774974,60.5,9,10.44,5
138755,59.15,8,16.89,8
872552,83.17,13,24.73,12
365426,72.73,11,30.24,15
825296,69.29,10,23.73,12
190563,91.2,15,26.44,13
362902,72.04,11,38.71,19
510201,45.15,6,14.65,7
599974,68.86,10,29.79,15
172514,64.8,9,16.93,8
29309,90.35,15,21.13,11
118962,56.57,8,25.74,13
128894,79.14,12,29.98,15
275138,57.16,8,30.83,15
513137,69.06,10,17.75,9
561146,95.27,16,16.2,8
761714,67.11,10,16.3,8
492843,72.06,11,15.05,8
927685,76.06,12,12.95,6
997792,48.08,6,2.52,1
432592,75.31,12,27.31,14
114611,44.5,5,38.86,19
787958,73.58,11,6.74,3
231574,45.71,6,10.59,5
879404,53.33,7,34.49,17
498333,63.85,9,16.99,8
798652,66.64,10,26.82,13
760479,51.76,7,20.49,10
991017,91.9,15,26.23,13
254192,58.06,8,24.92,12
746207,51.42,7,25.8,13
852095,66.24,10,22.3,11
793207,82.9,13,18.01,9
744822,73.62,11,7.41,4
531607,46.85,6,26.22,13
335879,79.21,12,31.36,16
632537,56.79,8,12.48,6
920033,78.72,12,27.85,14
862027,68.21,10,19.42,10
684745,77.55,12,21.99,11
754823,47.96,6,23.27,12
436224,65.81,10,18.97,9
383552,38.39,4,24.64,12
30040,94,15,20.19,10
981707,47.95,6,23.39,12
10982,67.09,10,19.73,10
403815,93.12,15,26.66,13
786432,86.23,14,14.46,7
806376,79.98,12,28.04,14
317621,81.31,13,3.34,2
888338,93.47,15,24.17,12
647531,69.11,10,18.91,9
114536,83.51,13,20.39,10
562895,89.22,14,24.63,12
351051,70.27,11,28.93,14
781952,78.64,12,15.51,8
866425,67.39,10,21.03,11
592462,90.68,15,22.15,11
459248,67.61,10,1.51,1
833231,53.37,7,28.94,14
143580,68.03,10,10.6,5
490405,56.27,8,21.45,11
850984,77.63,12,20.96,10
482571,58.77,8,12.93,6
340551,65.98,10,17.4,9
147206,75.97,12,18.11,9
126841,47.23,6,19.5,10
805589,50.87,7,18.22,9
203937,81.94,13,21.18,11
738227,60.2,9,9.7,5
869639,65.68,10,30.13,15
805668,76.48,12,18.28,9
875215,69.03,10,25.15,13
585544,80.4,13,26.55,13
818081,59.7,8,12.44,6
709177,89.12,14,8.88,4
384538,52.73,7,12.89,6
38134,66.23,10,21.43,11
76131,75.33,12,17.06,9
522529,78.42,12,20.24,10
252602,97.51,16,24.48,12
182778,64.32,9,23.44,12
929228,62.95,9,16.8,8
1533,67.11,10,16.26,8
448284,77.88,12,21.65,11
112890,81.95,13,7.63,4
913546,40.64,5,27.46,14
557030,62.04,9,20.06,10
207485,78.07,12,29.29,15
81175,60.85,9,19.17,10
858093,76.64,12,32.16,16
989113,65.91,10,7.18,4
496732,35.69,4,18.65,9
813137,80.27,13,14.7,7
638383,70.07,11,6.54,3
269916,56.11,8,13.39,7
906548,63.31,9,26.51,13
504142,51.35,7,21.68,11
388434,78.65,12,25.43,13
648791,61.7,9,23.48,12
74745,59.17,8,31.45,16
776806,81.7,13,19.73,10
132921,76.87,12,23.8,12
273230,59.31,8,6.65,3
650265,68.3,10,35.28,18
281642,64.76,9,13.79,7
797354,69.65,10,5.86,3
112917,67.8,10,4.16,2
866342,50.77,7,11.61,6
884446,61.81,9,8.03,4
793158,91.1,15,21.65,11
556918,68.82,10,15.89,8
977379,80.84,13,39.75,20
605092,80.31,13,20.22,10
97666,62.29,9,15.15,8
677515,76.7,12,4.94,2
810344,57.29,8,22.74,11
258675,83.73,13,19.12,10
180687,62.74,9,5.49,3
256035,72.77,11,23.13,12
676688,75.25,12,16.92,8
811670,77.42,12,15.45,8
962475,45.25,6,13.8,7
240030,48.37,6,38.25,19
670491,40.29,5,19.98,10
871234,65.53,10,29.83,15
777933,72.36,11,22.73,11
458647,84.8,13,13.83,7
486344,58.71,8,23.24,12
171410,61.12,9,38.98,19
571086,90.9,15,22.7,11
30569,67.7,10,26.59,13
243040,76.74,12,10.15,5
41718,82.7,13,18.64,9
978716,74.34,11,22.27,11
508039,64.43,9,25.16,13
386031,44.74,5,3.89,2
836681,70.71,11,23.08,12
940260,51.49,7,21.23,11
696869,47.04,6,9.21,5
49861,81.37,13,21.59,11
598205,93.85,15,19.55,10
648783,60.94,9,18.8,9
559735,50.89,7,14.74,7
141750,57.82,8,14.69,7
870243,29.83,2,27.61,14
543019,89.59,14,10.21,5
870092,28.24,2,18.04,9
33821,88,14,8.47,4
50200,39.73,4,29.17,15
129441,62.96,9,12.5,6
723218,43.79,5,19,10
273188,56.59,8,25.85,13
75440,90.54,15,19.67,10
978551,73.27,11,27.15,14
745933,67.99,10,25.8,13
665130,71.96,11,13.64,7
529701,68.71,10,23.42,12
139403,62.9,9,19.88,10
990529,40.81,5,13.72,7
356895,69.57,10,24.95,12
162104,76.28,12,18.72,9
798386,71,11,17.51,9
784638,75.72,12,30.86,15
991784,66.39,10,15.98,8
773409,65.98,10,14.19,7
948054,53.66,7,16.29,8
149578,62.73,9,26.79,13
918123,73.93,11,28.2,14
558255,64.49,9,20.37,10
900309,57.63,8,28.45,14
536612,46.85,6,41.16,20
445375,68.09,10,10.48,5
180737,41.66,5,35.45,18
471861,89.58,14,13.64,7
474673,67.39,10,27.14,14
229866,56.19,8,16.65,8
892017,60.76,9,15.26,8
7419,64.3,9,16.36,8
156564,45.53,6,32.59,16
728080,67.74,10,14.56,7
757749,41.07,5,16.86,8
109849,57.72,8,28.44,14
410619,54.78,7,6.92,3
611874,61.4,9,24.99,12
730763,80.17,13,11.65,6
717414,82.21,13,15.33,8
399035,75.06,12,26.75,13
361095,72.07,11,34.3,17
193485,81.45,13,28.19,14
831270,69.13,10,22.14,11
488201,59.59,8,15.38,8
282484,70.99,11,18.66,9
604652,77.72,12,21.06,11
972207,62.98,9,29.69,15
148019,62.57,9,10.56,5
915130,64.94,9,19.7,10
603912,63.51,9,14.25,7
620417,51.42,7,31.07,16
781561,66.01,10,30.88,15
142395,60.86,9,33.3,17
661254,60.19,9,6.64,3
164705,68.12,10,17.17,9
883649,32.4,3,16.63,8
46308,54.76,7,33.04,17
222741,81.13,13,9.14,5
850256,58.9,8,21.9,11
643706,80.03,13,25.82,13
263225,57.14,8,29.58,15
495600,65.15,10,19.53,10
736642,87.69,14,29.99,15
408070,65.26,10,27.94,14
110066,74.45,11,5.95,3
772169,84.52,13,22.46,11
291570,99.19,16,14.02,7
195807,54.79,7,16.84,8
352223,52.97,7,10.94,5
41393,52.86,7,30.15,15
27160,73.86,11,16.02,8
809659,70.64,11,25.65,13
675878,70.07,11,22.93,11
721992,75.48,12,8.86,4
556244,56.32,8,28.71,14
101505,61.69,9,10.15,5
280781,65.01,10,18.75,9
147628,71.54,11,7.81,4
507514,60.67,9,21.8,11
694860,51.56,7,23.92,12
109441,76.87,12,24.76,12
780902,72.18,11,29.92,15
680941,47.51,6,20.93,10
433479,62.25,9,20.52,10
959997,86.18,14,8.67,4
849377,56.24,8,15.11,8
267773,65.89,10,17.89,9
951578,49.32,6,8.57,4
228940,68.96,10,19.42,10
675623,83.5,13,19.41,10
91203,84.93,13,17.19,9
657324,79.63,12,1.69,1
537627,60.11,9,13.9,7
735926,67.58,10,17.14,9
951608,87.69,14,18.9,9
480344,58.56,8,20.99,10
315120,51.41,7,10.23,5
795291,90.33,15,15.06,8
782850,53.36,7,11.1,6
810385,55.77,8,23.91,12
679145,58,8,14.81,7
378258,52.83,7,14.3,7
336365,68.91,10,6.38,3
331442,78.79,12,6.21,3
217094,75.5,12,29.55,15
126356,83.51,13,30.98,15
410717,62.89,9,12.17,6
758182,47.05,6,18.69,9
678816,67.69,10,22.1,11
904048,89.56,14,28.16,14
411542,52.62,7,29.53,15
12374,33.47,3,9.99,5
557335,74.83,11,6.74,3
640458,80.03,13,25.35,13
99491,48.47,6,24.76,12
710052,85.62,14,24.26,12
945439,74.02,11,15.67,8
384182,83.22,13,23.65,12
132350,59.02,8,21.96,11
302305,65.8,10,35.32,18
520659,59.33,8,7.78,4
932716,55.56,8,16.01,8
993219,76.8,12,20.07,10
342306,70.78,11,15.16,8
307543,50.99,7,30.67,15
58567,64.15,9,28.62,14
479319,88.06,14,29.61,15
106251,70.73,11,20.5,10
455088,80.22,13,29.96,15
164086,72.16,11,13.32,7
94554,59.55,8,38.22,19
54889,52,7,12.89,6
184785,70.72,11,9.41,5
644824,40.41,5,15.59,8
117963,76.94,12,5.11,3
253071,68.36,10,9.16,5
48763,66.96,10,6.51,3
589941,77.47,12,17.43,9
526228,76.59,12,20.46,10
701408,59.16,8,32.78,16
310637,69.63,10,14.54,7
373802,63.2,9,17.47,9
929914,55.71,8,23.21,12
694048,85.13,14,24.55,12
299795,80.81,13,18.85,9
747353,64.73,9,17.36,9
114074,85.66,14,19.56,10
643796,67.56,10,22.69,11
694653,65.97,10,16.57,8
730950,49.83,6,20.44,10
232805,74.55,11,25.75,13
416543,46.35,6,20.14,10
278262,88.49,14,18.97,9
262066,68.29,10,27.43,14
231659,60.49,9,43.94,20
645559,56.84,8,21.68,11
110465,68.89,10,11.55,6
609557,73.09,11,17.33,9
8165,42.96,5,3.15,2
137952,58.09,8,26.07,13
422879,81.13,13,34.89,17
860030,58.01,8,24.89,12
641722,91.48,15,18.39,9
309178,77.77,12,11.32,6
911971,56.62,8,13.33,7
621619,47.77,6,17.42,9
410798,74.84,11,14.54,7
485213,59.4,8,25.79,13
226083,39.63,4,23.35,12
123400,67.66,10,20.33,10
991350,64.76,9,20.9,10
156178,71.3,11,21.62,11
330453,84.29,13,19.97,10
58756,70.55,11,37.67,19
190434,65.33,10,22.02,11
866536,71.34,11,21.05,11
991841,39.21,4,17.67,9
298054,73.76,11,10.12,5
383917,60.8,9,30.22,15
754643,81.87,13,9.31,5
289463,70.42,11,24.01,12
754713,69.4,10,12.33,6
191951,79.69,12,11.61,6
836810,20,1,20.71,10
966936,75.08,12,15.45,8
460838,75.85,12,22.18,11
146302,63.39,9,23.94,12
597235,81.99,13,12.61,6
365877,74.82,11,17.37,9
20853,78.59,12,28.57,14
597940,70.6,11,17.55,9
372970,72.17,11,26.79,13
724299,53.57,7,26.01,13
885921,50.9,7,6.22,3
962223,60.58,9,14.31,7
629490,65.88,10,31.35,16
979152,60.28,9,28.22,14
252090,60.78,9,11.69,6
899184,57.87,8,24.36,12
919098,66.48,10,17.15,9
605844,52.47,7,28.71,14
898081,77.26,12,32.18,16
855538,45.81,6,22.46,11
17882,64.04,9,19.37,10
198120,54.69,7,31.44,16
12728,49.31,6,24.13,12
909470,80.58,13,23.07,12
507928,91.71,15,26.11,13
102935,43.23,5,7.96,4
389396,54.08,7,19.17,10
956065,61.23,9,25.94,13
165100,41.74,5,11.79,6
56705,69.91,10,21.36,11
695715,48.62,6,16.83,8
389719,80.11,13,26.13,13
370823,66.35,10,18.41,9
270635,84.13,13,14.2,7
672541,72.77,11,14.76,7
373941,73.48,11,12.85,6
863686,68.51,10,18.31,9
6618,74.61,11,19.02,10
759625,81.42,13,12.79,6
56608,60.54,9,38.34,19
690825,79.38,12,17.7,9
621267,58.92,8,5.81,3
168377,59.8,8,22.23,11
601280,57.77,8,28.11,14
539992,42.72,5,13,7
557025,63.42,9,27.58,14
524323,58.63,8,10.22,5
930657,53.47,7,10.6,5
149265,82.22,13,17.18,9
175150,58.29,8,11.29,6
139117,69.28,10,29.29,15
162797,84.91,13,33.38,17
502896,55.5,8,23.67,12
5781,67.61,10,10.15,5
611812,90.03,15,31.63,16
794452,48.92,6,18.73,9
30850,56.55,8,33.66,17
901419,52.23,7,32.93,16
695260,78.54,12,20.32,10
226017,73.1,11,36.13,18
226284,65.24,10,17.68,9
704399,82.43,13,20.82,10
730823,79.55,12,27.08,14
506255,41.49,5,5.77,3
672133,96.21,16,26.03,13
273735,73.33,11,26.67,13
40337,67.59,10,13.76,7
683303,57.5,8,24.21,12
364636,64.04,9,15.28,8
346456,63.27,9,38.56,19
960374,89.49,14,32.8,16
469403,89.8,14,13.67,7
518051,60.32,9,32.03,16
745151,43.48,5,41.18,20
203201,46.11,6,9.27,5
435902,42.18,5,23.1,12
259941,79.7,12,18.35,9
335645,64.67,9,22.91,11
873481,68.14,10,26.62,13
118115,58.14,8,13.82,7
900808,81.62,13,23.36,12
991459,76.39,12,24.12,12
949366,98.16,16,28.36,14
862312,93.48,15,31.67,16
966246,74.31,11,28.12,14
874296,25,2,20.99,10
82180,59.12,8,17.78,9
768037,66.4,10,26.45,13
295092,71.37,11,7.07,4
962999,89.72,14,12.53,6
109458,79.43,12,19.36,10
306851,96.97,16,23.71,12
899791,38.33,4,15.98,8
690010,84.72,13,13.77,7
873317,69.98,10,13.77,7
130569,37.92,4,17.01,9
511542,58.89,8,14.64,7
983708,80.7,13,3.85,2
660793,54.71,7,3.68,2
576229,57.16,8,27.75,14
449148,52.44,7,7.18,4
173011,80.17,13,17.15,9
54345,65.54,10,19.73,10
141171,62.39,9,16.34,8
347216,78.66,12,7.43,4
615195,76.08,12,11.69,6
741977,77.85,12,19.37,10
386163,50.01,7,14.86,7
701072,54.49,7,18.13,9
452875,72.98,11,7.1,4
865314,53.87,7,25.86,13
719977,72.73,11,18.37,9
579815,91.07,15,31.53,16
269606,94.87,15,27.86,14
622369,87.9,14,13.48,7
465847,73.5,11,24.45,12
953724,78.43,12,20.55,10
839684,67.43,10,10.91,5
269329,57.45,8,37.31,19
500764,70.51,11,14.57,7
47541,51,7,23.42,12
87498,88.34,14,21.52,11
913162,63.36,9,17.75,9
845174,63.01,9,23.86,12
533259,49.96,6,27.61,14
274159,73.18,11,27.03,14
873172,50,7,12.78,6
870167,85.21,14,12.14,6
254910,75.22,12,3.67,2
531787,54.26,7,10.94,5
961705,72.69,11,13.69,7
134162,63.71,9,18.45,9
659759,59.75,8,17.8,9
861176,26.59,2,25.77,13
620146,93.03,15,20.16,10
282446,40.7,5,13.24,7
684803,56.04,8,17.24,9
734187,59.71,8,25.87,13
36180,51.15,7,13.76,7
71050,68.43,10,21.66,11
494942,74.92,11,35.88,18
763141,69.81,10,38.87,19
76514,48.78,6,38.73,19
838519,90.12,15,13.01,7
385020,60.96,9,38.98,19
630421,62.61,9,38.96,19
354714,48.05,6,19.28,10
319425,85.5,14,19.55,10
278471,79.65,12,10.38,5
831832,52.17,7,25.43,13
852912,68.27,10,31.02,16
101337,65.81,10,23.64,12
586632,35.88,4,14.33,7
840667,78.7,12,19.54,10
509350,65.95,10,25.92,13
630553,65.43,10,20.56,10
393717,65.48,10,28.84,14
87085,59.52,8,2.27,1
890713,81.82,13,20.36,10
130560,67.36,10,18.66,9
959057,72.61,11,16.15,8
879006,79.79,12,35.05,18
356359,52.03,7,22.68,11
180298,91.88,15,28.59,14
176689,68.8,10,15.71,8
414839,73.33,11,9.31,5
903968,81.08,13,19.41,10
414307,75.15,12,13.43,7
689326,35.31,4,31.05,16
947711,68.7,10,21.61,11
341137,59.01,8,34.22,17
